witness_id,claim_id,witness_first_name,witness_middle_name,witness_last_name,witness_full_name,witness_mobile,witness_email,witness_gender,witness_dob,witness_gov_id,member_id
WIT-11346,CLM-00398,Chakradhar,,Dey,Chakradhar Dey,98304743589,chakradhar53@yahoo.com,M,1983-06-10,AADHAR-4133-6969-5301,
WIT-11347,CLM-00398,Aayush,,Sathe,Aayush Sathe,97005152436,aayush26@hotmail.com,M,1964-09-22,VOTER-B760484,
WIT-11348,CLM-00911,Gabriel,,Lala,Gabriel Lala,97944203527,gabriel28@outlook.co.in,M,1973-08-15,UID-801188971568,
WIT-11349,CLM-00911,Vasana,,Lalla,Vasana Lalla,99766239378,vasana34@gmail.com,F,2002-06-18,UID-973583373640,
WIT-11350,CLM-00348,Quincy,,Sahota,Quincy Sahota,99645661478,quincy48@outlook.co.in,M,1977-02-09,VOTER-B101052,
WIT-11351,CLM-00492,Tejas,,Tella,Tejas Tella,99721468368,tejas42@live.com,M,1976-08-23,AADHAR-1187-8891-2037,
WIT-11352,CLM-00568,Isaiah,,Mitter,Isaiah Mitter,98064148982,isaiah39@yahoo.com,M,1993-10-12,AADHAR-5702-5717-4980,
WIT-11353,CLM-02153,Nathaniel,,Mahajan,Nathaniel Mahajan,97292758974,nathaniel26@outlook.co.in,M,1979-10-17,UID-211361416114,
WIT-11354,CLM-02217,Radha,,Randhawa,Radha Randhawa,98652054489,radha40@rediffmail.com,F,2006-08-30,AADHAR-2757-5348-1571,
WIT-11355,CLM-01177,Vincent,,Kadakia,Vincent Kadakia,99744007577,vincent35@gmail.com,M,2007-05-17,UID-805445223982,
WIT-11356,CLM-01177,Ishaan,,Tripathi,Ishaan Tripathi,97914633465,ishaan99@yahoo.com,M,1991-02-22,AADHAR-7196-5054-5175,
WIT-11357,CLM-00875,Yoshita,,Khanna,Yoshita Khanna,98748423050,yoshita73@live.com,F,1976-03-23,VOTER-D629765,
WIT-11358,CLM-00096,Pooja,,Savant,Pooja Savant,99823922251,pooja81@hotmail.com,F,1998-03-19,VOTER-D661557,
WIT-11359,CLM-00096,Faris,,Gaba,Faris Gaba,98017469423,faris92@rediffmail.com,M,1994-09-20,UID-250753852555,
WIT-11360,CLM-01534,Jackson,,Vig,Jackson Vig,99534872833,jackson37@outlook.co.in,M,1961-09-09,AADHAR-8752-8563-2137,
WIT-11361,CLM-00156,Kashish,,Bath,Kashish Bath,99583900302,kashish73@outlook.co.in,F,1953-02-01,AADHAR-7021-1842-2728,
WIT-11362,CLM-00156,Sneha,,Nagy,Sneha Nagy,97359030933,sneha28@rediffmail.com,F,2005-04-04,VOTER-C377385,
WIT-11363,CLM-00156,Chatresh,,Mani,Chatresh Mani,98134943790,chatresh81@hotmail.com,M,1973-02-24,UID-797189697182,
WIT-11364,CLM-01882,Pushti,,Bhasin,Pushti Bhasin,98126594515,pushti47@rediffmail.com,F,1970-03-14,UID-941050697742,
WIT-11365,CLM-02451,Gaurang,,Manda,Gaurang Manda,97395169357,gaurang48@hotmail.com,M,1980-12-25,AADHAR-8456-1160-9463,MEM-12671
WIT-11366,CLM-01504,Kamya,,Divan,Kamya Divan,97147471266,kamya28@gmail.com,F,2000-02-16,VOTER-C257398,MEM-12896
WIT-11367,CLM-01504,Fitan,,Gade,Fitan Gade,98339536830,fitan14@live.com,M,1969-04-08,UID-880235142767,
WIT-11368,CLM-00239,Zashil,,Prabhakar,Zashil Prabhakar,98252813767,zashil83@hotmail.com,M,1959-12-30,AADHAR-1706-6930-9480,
WIT-11369,CLM-00239,Yashasvi,,Chander,Yashasvi Chander,99451276172,yashasvi30@yahoo.com,F,1950-08-26,AADHAR-7081-9911-7803,
WIT-11370,CLM-00239,Anya,,Gole,Anya Gole,99998334413,anya49@rediffmail.com,F,1956-11-14,VOTER-D707159,
WIT-11371,CLM-02147,Ishaan,,Radhakrishnan,Ishaan Radhakrishnan,97215260715,ishaan40@gmail.com,M,1962-02-08,UID-773318850867,
WIT-11372,CLM-02147,Nicholas,,Loyal,Nicholas Loyal,97163231327,nicholas48@live.com,M,1964-10-15,UID-688092196719,MEM-12667
WIT-11373,CLM-02147,Meghana,,Mahajan,Meghana Mahajan,97407805915,meghana67@live.com,F,1987-10-24,VOTER-A583288,
WIT-11374,CLM-00738,Alka,,Nigam,Alka Nigam,97146535065,alka26@yahoo.com,F,1967-05-15,AADHAR-4616-7791-4143,
WIT-11375,CLM-00380,Chandresh,,Sachdev,Chandresh Sachdev,99095333315,chandresh70@yahoo.com,M,1952-10-03,AADHAR-6132-8105-2174,
WIT-11376,CLM-02565,Dayamai,,Gopal,Dayamai Gopal,99342594881,dayamai88@gmail.com,F,1971-06-20,AADHAR-4942-6947-2442,
WIT-11377,CLM-02565,Gabriel,,Dhar,Gabriel Dhar,98396536856,gabriel74@gmail.com,M,1960-12-19,VOTER-B922202,
WIT-11378,CLM-02565,Adya,,Dara,Adya Dara,99162447568,adya62@gmail.com,F,2003-02-01,AADHAR-5618-9658-2998,
WIT-11379,CLM-01043,Upkaar,,Raju,Upkaar Raju,98115625342,upkaar67@live.com,M,1995-10-17,UID-812138875521,
WIT-11380,CLM-01043,Adweta,,Rana,Adweta Rana,99194788478,adweta69@hotmail.com,F,1998-07-26,UID-171353104074,
WIT-11381,CLM-01043,Tanveer,,Iyengar,Tanveer Iyengar,99721853812,tanveer15@rediffmail.com,M,1993-11-14,UID-337132167043,
WIT-11382,CLM-02281,Ishaan,,Patel,Ishaan Patel,97667395369,ishaan49@gmail.com,M,1964-02-25,UID-110099901267,MEM-13027
WIT-11383,CLM-00733,Lekha,,Nagarajan,Lekha Nagarajan,97811319399,lekha38@gmail.com,F,1951-09-17,UID-812767921354,
WIT-11384,CLM-00733,Quincy,,Sha,Quincy Sha,97227196080,quincy34@hotmail.com,M,1950-12-19,AADHAR-6057-7467-3470,
WIT-11385,CLM-01166,Charan,,Muni,Charan Muni,98483631912,charan70@rediffmail.com,M,1979-03-11,UID-975248715918,
WIT-11386,CLM-01166,Hemangini,,Mukhopadhyay,Hemangini Mukhopadhyay,99832718907,hemangini38@outlook.co.in,F,2000-09-28,VOTER-B108381,MEM-10308
WIT-11387,CLM-00619,Brijesh,,Hora,Brijesh Hora,97937790986,brijesh90@gmail.com,M,1961-07-03,UID-203365037376,
WIT-11388,CLM-00619,Ridhi,,Prabhu,Ridhi Prabhu,97862398925,ridhi60@rediffmail.com,F,1957-07-25,UID-835263806568,
WIT-11389,CLM-00619,Eesha,,Sami,Eesha Sami,98955547535,eesha89@hotmail.com,F,1975-09-21,AADHAR-6567-1007-1117,MEM-11227
WIT-11390,CLM-00068,Mahika,,Hayer,Mahika Hayer,97533258974,mahika25@yahoo.com,F,1994-10-19,AADHAR-7841-1578-8779,
WIT-11391,CLM-00068,Rudra,,Baria,Rudra Baria,98681859331,rudra27@live.com,M,1987-11-13,UID-162571042481,MEM-13253
WIT-11392,CLM-00068,Brinda,,Nadkarni,Brinda Nadkarni,97004237274,brinda13@yahoo.com,F,1970-08-22,UID-674782337433,
WIT-11393,CLM-00554,Ishanvi,,Bhattacharyya,Ishanvi Bhattacharyya,98469132210,ishanvi60@hotmail.com,F,2003-05-28,VOTER-C980641,
WIT-11394,CLM-02803,Fiyaz,,Hegde,Fiyaz Hegde,99965433566,vedant44@outlook.co.in,M,1972-01-13,AADHAR-6069-1635-6655,MEM-10011
WIT-11395,CLM-02803,Udyati,,Bhargava,Udyati Bhargava,98521191158,udyati26@live.com,F,2006-02-25,VOTER-A204484,
WIT-11396,CLM-02803,Girish,,Sahota,Girish Sahota,97902042724,girish97@outlook.co.in,M,1998-12-10,UID-664804417163,
WIT-11397,CLM-02029,Vasatika,,Upadhyay,Vasatika Upadhyay,99059851855,vasatika18@gmail.com,F,1996-04-12,VOTER-A611482,
WIT-11398,CLM-02029,Mekhala,,Tandon,Mekhala Tandon,97648249291,mekhala63@outlook.co.in,F,1999-11-06,UID-920497405369,
WIT-11399,CLM-02029,Panini,,Panchal,Panini Panchal,98547515010,panini28@live.com,F,1998-05-19,AADHAR-9060-4529-1530,
WIT-11400,CLM-00102,Dalaja,,Kar,Dalaja Kar,97177129449,dalaja54@hotmail.com,F,1987-02-24,VOTER-B573903,
WIT-11401,CLM-00102,Ekapad,,Dhingra,Ekapad Dhingra,99306427492,ekapad84@outlook.co.in,M,1995-05-20,AADHAR-2265-9332-6847,
WIT-11402,CLM-02068,Janaki,,Pandit,Janaki Pandit,97874942618,janaki72@rediffmail.com,F,1981-05-29,AADHAR-7090-7477-3809,
WIT-11403,CLM-00351,Balveer,,Mannan,Balveer Mannan,97547485643,balveer88@live.com,M,1978-02-18,VOTER-C297355,
WIT-11404,CLM-00351,Raghav,,Seth,Raghav Seth,99828818961,raghav56@live.com,M,1959-07-24,UID-959324047295,
WIT-11405,CLM-00351,Maanas,,Rout,Maanas Rout,98765912049,maanas15@outlook.co.in,M,1988-10-02,UID-843613333724,
WIT-11406,CLM-01007,Qarin,,Venkatesh,Qarin Venkatesh,99889850353,qarin75@gmail.com,M,1963-10-19,UID-355786383806,
WIT-11407,CLM-01007,Pranav,,Goswami,Pranav Goswami,97386493224,pranav29@yahoo.com,M,1970-06-03,UID-768160947998,
WIT-11408,CLM-01007,Nimrat,,Ram,Nimrat Ram,97155754214,nimrat71@yahoo.com,F,1977-08-17,VOTER-B997859,
WIT-11409,CLM-00013,Aarini,,Sura,Aarini Sura,98143098998,aarini21@hotmail.com,F,1980-10-25,UID-883073923004,
WIT-11410,CLM-00013,Krishna,,Bir,Krishna Bir,99679243907,krishna75@outlook.co.in,F,1987-06-16,AADHAR-5957-8272-8393,
WIT-11411,CLM-00013,Sai,,Magar,Sai Magar,99623387723,sai59@gmail.com,M,2006-01-31,VOTER-E978965,
WIT-11412,CLM-02332,Aadhya,,Dhar,Aadhya Dhar,99598402613,aadhya28@outlook.co.in,F,1992-03-06,AADHAR-6782-9369-4859,
WIT-11413,CLM-02332,Falguni,,Loyal,Falguni Loyal,98942389134,falguni82@rediffmail.com,F,1981-10-17,VOTER-B214096,
WIT-11414,CLM-02332,Anjali,,Kata,Anjali Kata,97130014519,anjali66@hotmail.com,F,1981-06-20,UID-782876551532,
WIT-11415,CLM-02245,Yutika,,Nadkarni,Yutika Nadkarni,99375719838,yutika69@yahoo.com,F,1963-09-03,VOTER-D590508,
WIT-11416,CLM-01610,Ria,,Amble,Ria Amble,99114512245,ria36@hotmail.com,F,1974-12-07,UID-643051696991,
WIT-11417,CLM-01610,Harinakshi,,Rai,Harinakshi Rai,98013809075,harinakshi18@outlook.co.in,F,1958-05-15,AADHAR-7169-7699-5738,
WIT-11418,CLM-01610,Wakeeta,,Oommen,Wakeeta Oommen,99899634069,wakeeta35@hotmail.com,F,1975-03-23,VOTER-E120320,
WIT-11419,CLM-00493,Jatin,,Basak,Jatin Basak,98255403417,jatin94@rediffmail.com,M,1953-08-10,VOTER-D816085,
WIT-11420,CLM-00493,David,,Datta,David Datta,97067724427,david77@yahoo.com,M,1976-01-25,UID-523523981760,
WIT-11421,CLM-00493,Harshil,,Panchal,Harshil Panchal,99797002753,harshil18@gmail.com,M,1986-09-19,AADHAR-8718-5786-7933,
WIT-11422,CLM-01728,Odika,,Chakrabarti,Odika Chakrabarti,98852994199,odika36@gmail.com,F,1982-07-01,AADHAR-5454-7477-6332,
WIT-11423,CLM-00280,Darpan,,Suri,Darpan Suri,99244058730,darpan82@rediffmail.com,M,1974-10-29,AADHAR-5413-7667-7192,MEM-12553
WIT-11424,CLM-00280,Qushi,,Wagle,Qushi Wagle,98390642266,qushi12@yahoo.com,F,1966-01-22,AADHAR-8908-6460-8089,
WIT-11425,CLM-02606,Yasti,,Zachariah,Yasti Zachariah,97780082307,yasti97@rediffmail.com,F,2007-07-15,VOTER-A258204,
WIT-11426,CLM-02606,Ekbal,,Amble,Ekbal Amble,98189848301,ekbal35@rediffmail.com,M,1972-09-28,AADHAR-8972-6723-4319,
WIT-11427,CLM-01420,Siya,,Iyengar,Siya Iyengar,97274422226,siya87@gmail.com,F,1974-03-07,UID-396502938084,
WIT-11428,CLM-00011,Chavvi,,Natt,Chavvi Natt,98932035748,chavvi17@live.com,F,1977-02-28,UID-948835165961,
WIT-11429,CLM-00011,Kabir,,Vohra,Kabir Vohra,97906155903,kabir99@yahoo.com,M,1962-02-11,UID-363964683241,
WIT-11430,CLM-01668,Urvi,,Dugal,Urvi Dugal,97967177139,urvi77@live.com,F,1980-01-07,VOTER-E555340,
WIT-11431,CLM-01879,Chakrika,,Mander,Chakrika Mander,99881131101,chakrika52@hotmail.com,F,1955-04-02,VOTER-A343797,
WIT-11432,CLM-02802,Wazir,,Madan,Wazir Madan,98581571730,wazir61@live.com,M,1983-03-18,AADHAR-2479-2619-4386,
WIT-11433,CLM-02802,Dakshesh,,Aurora,Dakshesh Aurora,97539784857,dakshesh91@rediffmail.com,M,1995-05-07,VOTER-D906662,
WIT-11434,CLM-01568,Meera,,Lal,Meera Lal,97833148765,meera96@hotmail.com,F,2002-02-02,VOTER-D245182,
WIT-11435,CLM-01568,Aadhya,,Dora,Aadhya Dora,97244412190,aadhya45@gmail.com,F,1990-05-07,AADHAR-8825-3563-1916,
WIT-11436,CLM-01568,Indali,,Lad,Indali Lad,99664323409,indali70@gmail.com,F,1970-07-18,VOTER-C983432,
WIT-11437,CLM-02921,Yashica,,Bhatia,Yashica Bhatia,97294010800,yashica54@hotmail.com,F,2003-09-29,VOTER-C960769,
WIT-11438,CLM-02921,Jacob,,Lad,Jacob Lad,98650666254,jacob75@hotmail.com,M,1980-11-29,UID-398671172610,
WIT-11439,CLM-00219,Madhavi,,Ganguly,Madhavi Ganguly,98757761197,madhavi75@outlook.co.in,F,2006-09-05,AADHAR-2287-9403-7864,
WIT-11440,CLM-00219,Yachana,,Chakrabarti,Yachana Chakrabarti,98214705390,yachana31@outlook.co.in,F,1972-06-02,AADHAR-1586-4234-2266,
WIT-11441,CLM-00219,Girish,,Tata,Girish Tata,99823218958,girish43@yahoo.com,M,2001-05-21,AADHAR-2029-5480-5577,
WIT-11442,CLM-02834,Turvi,,Soni,Turvi Soni,97290027345,turvi13@rediffmail.com,F,1983-03-11,VOTER-D253429,
WIT-11443,CLM-02834,Wriddhish,,Jain,Wriddhish Jain,98211286827,wriddhish66@yahoo.com,M,1975-02-04,UID-713925364779,
WIT-11444,CLM-00194,Aarnav,,Ganesh,Aarnav Ganesh,98620237686,aarnav13@outlook.co.in,M,1968-08-05,UID-268947569444,
WIT-11445,CLM-02985,Damini,,Sant,Damini Sant,99542590868,damini92@yahoo.com,F,1997-11-02,UID-206197123380,
WIT-11446,CLM-01143,Yashvi,,Sant,Yashvi Sant,99072551390,yashvi60@yahoo.com,F,1984-03-30,AADHAR-8972-7570-1683,MEM-12785
WIT-11447,CLM-00647,Guneet,,Kala,Guneet Kala,98566072593,guneet18@rediffmail.com,M,1993-10-15,VOTER-C606472,
WIT-11448,CLM-01444,Ekta,,Arya,Ekta Arya,98229659813,ekta92@outlook.co.in,F,1988-07-30,AADHAR-3090-5910-2527,
WIT-11449,CLM-01444,Oliver,,Dara,Oliver Dara,97077547936,oliver98@rediffmail.com,M,1961-07-10,AADHAR-8520-6367-1907,
WIT-11450,CLM-01444,Yoshita,,Babu,Yoshita Babu,98809178056,yoshita85@hotmail.com,F,1968-06-10,AADHAR-7915-8539-6351,MEM-11523
WIT-11451,CLM-00467,Pranav,,Nagy,Pranav Nagy,98275226287,pranav56@gmail.com,M,1960-07-18,AADHAR-4617-7177-1819,
WIT-11452,CLM-01857,Alka,,Rajan,Alka Rajan,99150357458,alka57@hotmail.com,F,1958-02-15,AADHAR-2475-7912-2983,
WIT-11453,CLM-00106,Lohit,,Lanka,Lohit Lanka,97475448948,lohit81@hotmail.com,M,1991-05-19,UID-461805619672,MEM-10697
WIT-11454,CLM-00106,Orinder,,Mital,Orinder Mital,98751544961,orinder86@rediffmail.com,M,1973-03-16,AADHAR-2794-3528-3536,
WIT-11455,CLM-01873,Arya,,Merchant,Arya Merchant,99375974402,arya54@hotmail.com,F,1993-11-07,VOTER-B569580,
WIT-11456,CLM-01873,Janya,,Sarraf,Janya Sarraf,98014272655,janya36@gmail.com,F,1955-09-10,AADHAR-6702-2982-1699,
WIT-11457,CLM-01873,Ria,,Mani,Ria Mani,99295689586,ria27@live.com,F,1960-07-09,UID-761713671924,
WIT-11458,CLM-01542,Hardik,,Ganesan,Hardik Ganesan,98762497098,hardik79@outlook.co.in,M,1986-08-28,UID-621786264020,MEM-10264
WIT-11459,CLM-02933,Ekantika,,Grewal,Ekantika Grewal,98879160653,ekantika13@outlook.co.in,F,1995-11-17,VOTER-C662740,MEM-11461
WIT-11460,CLM-01439,Gaurang,,Ahuja,Gaurang Ahuja,97416771651,gaurang78@rediffmail.com,M,1960-07-01,VOTER-A308208,
WIT-11461,CLM-01439,Yashica,,Karpe,Yashica Karpe,98615180351,yashica58@live.com,F,2003-11-05,VOTER-D907801,
WIT-11462,CLM-01439,Chasmum,,Gupta,Chasmum Gupta,98105609903,chasmum92@yahoo.com,F,1993-01-18,UID-552422841658,
WIT-11463,CLM-02658,Edhitha,,Mandal,Edhitha Mandal,98993169992,edhitha77@gmail.com,F,1972-11-16,VOTER-D998936,MEM-11343
WIT-11464,CLM-02735,Oni,,Setty,Oni Setty,97371787055,oni11@live.com,F,2002-05-08,VOTER-C847624,MEM-12153
WIT-11465,CLM-02735,Rachit,,Narayan,Rachit Narayan,97511519186,rachit63@live.com,M,1981-09-21,AADHAR-6507-2007-5920,
WIT-11466,CLM-00634,Tristan,,Dayal,Tristan Dayal,99183550221,tristan42@yahoo.com,M,1968-11-11,UID-705827940179,
WIT-11467,CLM-00419,Waida,,Contractor,Waida Contractor,97779849787,waida96@gmail.com,F,1980-12-09,AADHAR-3949-8720-6214,
WIT-11468,CLM-01239,Warda,,Joshi,Warda Joshi,97557779336,warda48@hotmail.com,F,1997-09-09,AADHAR-7051-3175-7000,
WIT-11469,CLM-01239,Adweta,,Karpe,Adweta Karpe,99977977038,adweta95@live.com,F,1976-02-20,UID-188333701856,MEM-12659
WIT-11470,CLM-01239,Wriddhish,,Chakrabarti,Wriddhish Chakrabarti,98781087573,wriddhish27@hotmail.com,M,1950-04-14,UID-190252949926,
WIT-11471,CLM-01707,Radha,,Dada,Radha Dada,98932574524,radha32@gmail.com,F,1994-07-07,VOTER-D183055,
WIT-11472,CLM-01707,Rayaan,,Jayaraman,Rayaan Jayaraman,97955159463,rayaan38@outlook.co.in,M,1986-11-25,VOTER-D132120,MEM-10286
WIT-11473,CLM-02270,Udarsh,,Natt,Udarsh Natt,99170276701,udarsh43@live.com,M,1957-10-21,VOTER-C810476,
WIT-11474,CLM-00523,Advaith,,Som,Advaith Som,99889786145,advaith69@gmail.com,M,1983-12-06,VOTER-C913503,
WIT-11475,CLM-00624,Nilima,,Naidu,Nilima Naidu,99240398093,nilima46@rediffmail.com,F,1990-09-08,VOTER-E235583,
WIT-11476,CLM-00624,Bhavna,,Kala,Bhavna Kala,99998511324,bhavna82@yahoo.com,F,1981-12-05,VOTER-E870905,
WIT-11477,CLM-00624,Siya,,Vala,Siya Vala,99796728560,siya89@gmail.com,F,1981-09-29,UID-114359500781,
WIT-11478,CLM-01102,Deepa,,Setty,Deepa Setty,98803301717,deepa93@outlook.co.in,F,2002-06-16,UID-829731862341,
WIT-11479,CLM-01507,Aishani,,D’Alia,Aishani D’Alia,99234535370,aishani94@outlook.co.in,F,1993-05-24,UID-525465898357,
WIT-11480,CLM-02661,Tara,,Iyer,Tara Iyer,98574874118,tara68@gmail.com,F,2001-12-03,UID-231691263863,
WIT-11481,CLM-02661,Onveer,,Om,Onveer Om,97419076046,onveer76@live.com,M,1964-07-02,AADHAR-9138-7074-7482,
WIT-11482,CLM-02661,Avi,,Sethi,Avi Sethi,99943124798,avi72@gmail.com,M,1998-05-12,UID-934131732011,
WIT-11483,CLM-02215,Leena,,Varghese,Leena Varghese,97571429690,leena59@hotmail.com,F,1978-06-10,UID-839403597893,
WIT-11484,CLM-02215,Tejas,,Guha,Tejas Guha,98185337387,tejas17@outlook.co.in,M,1967-04-02,VOTER-A244681,
WIT-11485,CLM-00268,Chaitanya,,Varty,Chaitanya Varty,99340776177,chaitanya21@yahoo.com,M,1970-09-03,VOTER-E836644,
WIT-11486,CLM-00268,Avi,,Khalsa,Avi Khalsa,99881300845,avi96@hotmail.com,M,1995-02-08,UID-585614013919,
WIT-11487,CLM-00322,Chakradhar,,Krish,Chakradhar Krish,99540887719,chakradhar33@rediffmail.com,M,1993-12-12,AADHAR-9497-3306-5465,
WIT-11488,CLM-02268,Anita,,Puri,Anita Puri,98368266732,anita83@yahoo.com,F,1995-12-12,VOTER-B396933,
WIT-11489,CLM-01175,Dhriti,,Bora,Dhriti Bora,97006053031,dhriti70@live.com,F,1964-08-09,VOTER-E893041,
WIT-11490,CLM-01175,Devika,,Krishnamurthy,Devika Krishnamurthy,98601615590,devika37@gmail.com,F,1952-06-27,AADHAR-8021-6085-2078,
WIT-11491,CLM-01175,Urvashi,,Bhakta,Urvashi Bhakta,97285981025,urvashi85@gmail.com,F,1984-08-13,VOTER-A117058,
WIT-11492,CLM-01465,Netra,,Kapoor,Netra Kapoor,97051471467,netra20@hotmail.com,F,1973-03-05,VOTER-A472139,
WIT-11493,CLM-01465,Zehaan,,Madan,Zehaan Madan,98998863722,zehaan96@gmail.com,M,1954-03-16,AADHAR-4464-3223-4991,
WIT-11494,CLM-01465,Nakul,,Ram,Nakul Ram,97670181885,nakul11@rediffmail.com,M,1992-06-16,UID-855442978927,
WIT-11495,CLM-01551,Eiravati,,Ratti,Eiravati Ratti,99305608290,eiravati83@yahoo.com,F,1976-08-30,UID-955764015694,
WIT-11496,CLM-02366,Vrishti,,Muni,Vrishti Muni,97123545925,vrishti33@hotmail.com,F,2006-12-21,AADHAR-3636-8637-6127,
WIT-11497,CLM-00330,Christopher,,Kalita,Christopher Kalita,97571266745,christopher45@rediffmail.com,M,1986-11-19,UID-901133496965,
WIT-11498,CLM-00330,Orinder,,Naidu,Orinder Naidu,97298603073,orinder43@gmail.com,M,1990-01-01,AADHAR-4886-3950-1473,
WIT-11499,CLM-01366,Chanchal,,Issac,Chanchal Issac,97039064717,chanchal49@rediffmail.com,F,1978-12-24,UID-107682708063,
WIT-11500,CLM-01366,Manbir,,Talwar,Manbir Talwar,98381247716,manbir75@live.com,M,2007-06-21,AADHAR-2829-3729-3286,MEM-11165
WIT-11501,CLM-01366,Darika,,Narayanan,Darika Narayanan,97232245694,darika57@rediffmail.com,F,1954-05-30,AADHAR-7114-2308-2777,
WIT-11502,CLM-02380,Imaran,,Dey,Imaran Dey,98422092178,imaran27@live.com,M,1978-02-02,AADHAR-2649-5892-6244,
WIT-11503,CLM-02380,Kashish,,Pingle,Kashish Pingle,97213326887,kashish62@gmail.com,F,1989-01-25,VOTER-D174974,
WIT-11504,CLM-02380,Vidhi,,Natt,Vidhi Natt,98166994066,vidhi10@rediffmail.com,F,1965-03-15,UID-583673579894,
WIT-11505,CLM-00936,Logan,,Sangha,Logan Sangha,99449032289,logan71@hotmail.com,M,1951-08-08,UID-479965255551,
WIT-11506,CLM-00936,Aadhya,,Bassi,Aadhya Bassi,99392352897,aadhya63@yahoo.com,F,1975-06-26,UID-569861194146,
WIT-11507,CLM-00936,Mahika,,Ganesan,Mahika Ganesan,99871689264,mahika31@yahoo.com,F,1975-04-26,VOTER-E471721,
WIT-11508,CLM-01251,Vasana,,Dhawan,Vasana Dhawan,98710995674,vasana88@outlook.co.in,F,1956-05-25,VOTER-B316050,
WIT-11509,CLM-01251,Omisha,,Anne,Omisha Anne,97059486701,omisha91@gmail.com,F,1982-09-28,AADHAR-5262-9801-7974,
WIT-11510,CLM-02134,Turvi,,Mahajan,Turvi Mahajan,98744872656,turvi52@gmail.com,F,1958-01-09,VOTER-B343813,
WIT-11511,CLM-02134,Onkar,,Roy,Onkar Roy,99271187831,onkar15@live.com,M,1951-11-11,AADHAR-8333-9702-2814,
WIT-11512,CLM-02479,Kamya,,Ganesh,Kamya Ganesh,99776180487,kamya88@outlook.co.in,F,1977-03-21,UID-824755281849,
WIT-11513,CLM-02092,Lila,,Desai,Lila Desai,98227892327,lila59@outlook.co.in,F,1999-09-01,AADHAR-3388-9661-2124,
WIT-11514,CLM-02092,Rehaan,,Bajaj,Rehaan Bajaj,98968349543,rehaan67@hotmail.com,M,1968-02-23,UID-687916841454,
WIT-11515,CLM-02726,Quincy,,Wagle,Quincy Wagle,99193722474,quincy31@hotmail.com,M,1999-06-08,AADHAR-2273-3563-4048,
WIT-11516,CLM-00900,Aradhana,,Seshadri,Aradhana Seshadri,98558604648,aradhana79@yahoo.com,F,2004-10-15,VOTER-E650218,
WIT-11517,CLM-00900,Janya,,Zachariah,Janya Zachariah,97282962451,janya45@gmail.com,F,1955-04-11,UID-150489028413,
WIT-11518,CLM-02444,Rajeshri,,Keer,Rajeshri Keer,97415362970,rajeshri43@yahoo.com,F,1966-10-12,UID-759096864125,
WIT-11519,CLM-02444,Mitesh,,Jayaraman,Mitesh Jayaraman,98454537267,mitesh93@yahoo.com,M,1986-02-06,VOTER-C191663,
WIT-11520,CLM-02444,Neelima,,Shan,Neelima Shan,98768767562,neelima28@live.com,F,1954-03-09,VOTER-C300201,
WIT-11521,CLM-02186,Yug,,More,Yug More,99334156592,yug21@hotmail.com,M,1992-07-29,UID-681937314788,
WIT-11522,CLM-01104,Gauri,,Kata,Gauri Kata,97918055874,gauri72@live.com,F,1951-09-18,UID-482596552586,
WIT-11523,CLM-00440,Alka,,Nayar,Alka Nayar,97352813270,alka54@outlook.co.in,F,1954-09-02,VOTER-B421481,
WIT-11524,CLM-00440,Frederick,,Sundaram,Frederick Sundaram,99417103508,frederick77@gmail.com,M,1966-10-24,UID-196107335716,
WIT-11525,CLM-02078,Isha,,Kakar,Isha Kakar,97959594537,isha88@rediffmail.com,F,1989-08-22,AADHAR-6989-4476-6855,
WIT-11526,CLM-02078,Ekiya,,Gade,Ekiya Gade,99107141480,ekiya20@rediffmail.com,F,1991-04-16,AADHAR-4031-1649-4424,
WIT-11527,CLM-00549,Ekavir,,Chaudhari,Ekavir Chaudhari,97764402428,ekavir54@hotmail.com,M,1962-01-12,AADHAR-6876-8746-4220,
WIT-11528,CLM-00549,Gopal,,Naidu,Gopal Naidu,98967482975,gopal63@yahoo.com,M,1994-08-10,AADHAR-7626-9747-8449,
WIT-11529,CLM-00706,Manthan,,Ganguly,Manthan Ganguly,99701062186,manthan70@live.com,M,1982-05-15,AADHAR-8393-6422-6543,
WIT-11530,CLM-02420,Upma,,Prabhakar,Upma Prabhakar,99131209693,upma20@gmail.com,F,1980-12-30,UID-353376357840,
WIT-11531,CLM-02420,Lopa,,Bawa,Lopa Bawa,97438314670,lopa28@yahoo.com,F,1976-04-23,VOTER-D314917,
WIT-11532,CLM-02420,Jeremiah,,Patel,Jeremiah Patel,97911116359,jeremiah50@live.com,M,1959-09-28,VOTER-A801781,
WIT-11533,CLM-01422,Oeshi,,Shan,Oeshi Shan,99491472727,oeshi92@gmail.com,F,1951-10-10,AADHAR-7384-7536-5037,
WIT-11534,CLM-01422,Frado,,Pandey,Frado Pandey,99346484300,frado54@rediffmail.com,M,1991-05-09,AADHAR-8274-1056-8615,MEM-12594
WIT-11535,CLM-01036,Zayan,,Khalsa,Zayan Khalsa,97969280331,zayan78@yahoo.com,M,1998-02-14,VOTER-E723408,
WIT-11536,CLM-01486,Ati,,Sura,Ati Sura,99085441847,ati10@outlook.co.in,F,1974-03-25,AADHAR-1679-3547-5915,
WIT-11537,CLM-02260,Advay,,Kannan,Advay Kannan,98119339914,advay17@hotmail.com,M,2006-04-30,AADHAR-2625-1250-9510,
