driver_id,claim_id,driver_first_name,driver_middle_name,driver_last_name,driver_full_name,driver_mobile,driver_email,driver_gender,driver_gov_id,driver_dob,driver_license_no,relationship_to_insured,is_owner_flag,member_id
DRV-12399,CLM-02400,Mohammed,Mason,Goswami,Mohammed Goswami,98570670229,mohammed36@yahoo.com,M,AADHAR-2357-2692-8593,2003-06-17,DL-3546659127,Self,1,MEM-12709
DRV-12400,CLM-02401,Yasti,Agastya,Basak,Yasti Basak,98708900281,yasti39@gmail.com,F,AADHAR-9599-1182-7725,2005-05-15,DL-7321065415,Spouse,0,
DRV-12401,CLM-02402,Falak,Dhriti,Verma,Falak Verma,98172672873,falak50@gmail.com,F,AADHAR-6368-6206-6743,1967-01-23,DL-3715909767,Self,1,MEM-10155
DRV-12402,CLM-02403,Prisha,Keya,Virk,Prisha Virk,97697996906,prisha33@gmail.com,F,UID-266185143318,1989-05-28,DL-1203817188,Relative,0,
DRV-12403,CLM-02404,Yug,Teerth,Shukla,Yug Shukla,99499227995,yug52@outlook.co.in,M,UID-486972417975,2004-12-22,DL-3476451644,Self,1,MEM-12641
DRV-12404,CLM-02405,Gaurika,Vrishti,Wadhwa,Gaurika Wadhwa,99054490697,gaurika15@yahoo.com,F,UID-634391927584,1976-09-21,DL-3027092871,Spouse,0,
DRV-12405,CLM-02406,Ikshita,Champak,Date,Ikshita Date,98335080637,ikshita91@yahoo.com,M,AADHAR-2355-8327-7643,1958-05-07,DL-6221797680,Paid Driver,0,
DRV-12406,CLM-02407,Chasmum,Jeremiah,Khare,Chasmum Khare,98897467594,chasmum96@gmail.com,F,AADHAR-7589-4783-4809,1970-05-18,DL-1076291024,Spouse,0,
DRV-12407,CLM-02408,Nimrat,Gaurangi,Gupta,Nimrat Gupta,99752586206,nimrat98@gmail.com,M,VOTER-E607958,1958-10-29,DL-1983491322,Friend,0,
DRV-12408,CLM-02409,Amruta,,Sastry,Amruta Sastry,99526145155,amruta58@rediffmail.com,F,AADHAR-5384-4136-4333,1990-04-29,DL-6729965175,Self,1,MEM-11545
DRV-12409,CLM-02410,Oviya,Kamya,Bhasin,Oviya Bhasin,99898536254,oviya21@live.com,F,UID-600382455627,1964-08-07,DL-9624396145,Spouse,0,
DRV-12410,CLM-02411,Darika,,Shanker,Darika Shanker,97145585664,darika82@rediffmail.com,M,AADHAR-3534-3207-1743,1968-11-19,DL-2890338658,Friend,0,
DRV-12411,CLM-02412,Anvi,Hiral,Agarwal,Anvi Agarwal,98687087747,anvi66@live.com,F,VOTER-C148882,1965-03-21,DL-3624105817,Daughter,0,
DRV-12412,CLM-02413,Ishita,Tanveer,Koshy,Ishita Koshy,99983025194,ishita62@rediffmail.com,M,AADHAR-5891-3222-7283,2000-08-23,DL-1304760904,Spouse,0,
DRV-12413,CLM-02414,Varsha,Chanakya,Balan,Varsha Balan,99332376194,varsha42@yahoo.com,F,UID-549483436266,1958-03-25,DL-5181106871,Friend,0,
DRV-12414,CLM-02415,Oeshi,Hemang,Mody,Oeshi Mody,99241322021,oeshi49@gmail.com,F,UID-710472444915,1985-11-01,DL-5467804233,Relative,0,
DRV-12415,CLM-02416,Chaitaly,Kalpit,Date,Chaitaly Date,98902643587,chaitaly24@hotmail.com,F,VOTER-D525732,1986-11-25,DL-2520545321,Relative,0,
DRV-12416,CLM-02417,Hamsini,Veer,Sethi,Hamsini Sethi,98293610450,hamsini93@rediffmail.com,F,VOTER-C398582,1997-05-24,DL-8917684270,Spouse,0,
DRV-12417,CLM-02418,Wahab,,Kale,Wahab Kale,98992094810,wahab26@rediffmail.com,M,UID-474352086737,1980-03-22,DL-5008888677,Self,1,MEM-10164
DRV-12418,CLM-02419,Kavya,,Bera,Kavya Bera,99999876657,kavya12@gmail.com,F,AADHAR-5223-3285-1686,1979-05-28,DL-8734139220,Son,0,
DRV-12419,CLM-02420,Charvi,Meera,Agrawal,Charvi Agrawal,99879073274,charvi66@outlook.co.in,F,AADHAR-9481-5638-3088,2000-03-26,DL-7323388404,Spouse,0,
DRV-12420,CLM-02421,Zaitra,,Loyal,Zaitra Loyal,97580780283,zaitra61@gmail.com,M,VOTER-B605849,1958-02-20,DL-8135573248,Friend,0,
DRV-12421,CLM-02422,Hemal,,Ramesh,Hemal Ramesh,99475410984,hemal19@live.com,F,UID-649970547676,1995-12-14,DL-8905719350,Daughter,0,
DRV-12422,CLM-02423,Eta,Urvi,Deshmukh,Eta Deshmukh,98052582409,eta83@rediffmail.com,F,AADHAR-9552-3570-4098,1999-10-13,DL-8014318799,Relative,0,
DRV-12423,CLM-02424,Jhalak,,Swaminathan,Jhalak Swaminathan,98202318868,jhalak81@live.com,F,AADHAR-2887-8361-4178,2006-07-04,DL-8223232266,Daughter,0,
DRV-12424,CLM-02425,Lopa,Bahadurjit,Lata,Lopa Lata,97262818376,lopa85@outlook.co.in,F,AADHAR-2870-4217-2508,1998-07-04,DL-2960106991,Self,1,MEM-12467
DRV-12425,CLM-02426,Nirja,Joshua,Chander,Nirja Chander,97282766393,nirja83@gmail.com,M,VOTER-C619842,1985-02-14,DL-1889392058,Daughter,0,
DRV-12426,CLM-02427,Isha,Anjali,Nagarajan,Isha Nagarajan,99991018151,isha20@yahoo.com,M,AADHAR-7441-4269-3623,1975-08-27,DL-3028372307,Spouse,0,
DRV-12427,CLM-02428,Jyoti,Azaan,Krishna,Jyoti Krishna,98962380952,jyoti75@hotmail.com,F,VOTER-B847401,1983-07-03,DL-9717393995,Relative,0,
DRV-12428,CLM-02429,Neha,,Tak,Neha Tak,98738321904,neha87@live.com,F,UID-140493169976,1973-11-06,DL-5280039216,Self,1,MEM-13231
DRV-12429,CLM-02430,Niharika,Bimala,Dhawan,Niharika Dhawan,98201959375,niharika18@yahoo.com,F,UID-176317361266,1997-06-06,DL-2514924810,Friend,0,
DRV-12430,CLM-02431,Raagini,Tanay,Bali,Raagini Bali,98349076551,raagini13@gmail.com,M,AADHAR-3368-4839-7899,1954-11-08,DL-7130979473,Spouse,0,
DRV-12431,CLM-02432,Gaurika,Jeremiah,Goyal,Gaurika Goyal,98736107037,gaurika22@hotmail.com,M,VOTER-C478798,1979-05-21,DL-5576562442,Son,0,
DRV-12432,CLM-02433,Ishani,Rishi,Lala,Ishani Lala,99415953309,ishani49@live.com,F,VOTER-D422264,1962-06-16,DL-4612133857,Self,1,MEM-12780
DRV-12433,CLM-02434,Chaaya,Girik,Kapoor,Chaaya Kapoor,97215951238,chaaya12@live.com,F,VOTER-C174702,1986-09-24,DL-4282996855,Self,1,MEM-10922
DRV-12434,CLM-02435,Eshana,Wahab,Mall,Eshana Mall,99386263436,eshana67@gmail.com,F,AADHAR-7945-5257-9296,1985-08-20,DL-2120273984,Relative,0,
DRV-12435,CLM-02436,Bhavya,Warda,Goswami,Bhavya Goswami,99627918348,bhavya85@rediffmail.com,F,VOTER-B702190,1986-09-25,DL-5004605307,Self,1,MEM-10823
DRV-12436,CLM-02437,Yochana,Indrajit,Reddy,Yochana Reddy,99729625311,yochana81@rediffmail.com,F,AADHAR-2037-4499-1041,1984-03-21,DL-7055048311,Self,1,MEM-10131
DRV-12437,CLM-02438,Tanmayi,,Chacko,Tanmayi Chacko,97109386353,tanmayi38@yahoo.com,F,VOTER-B531381,2003-03-08,DL-3462059167,Self,1,MEM-10303
DRV-12438,CLM-02439,Avni,,Bhagat,Avni Bhagat,98206004088,avni98@yahoo.com,F,VOTER-E134915,2007-08-18,DL-9147086665,Relative,0,
DRV-12439,CLM-02440,Yahvi,Jyoti,Basu,Yahvi Basu,98453602284,yahvi58@outlook.co.in,F,UID-139521305806,1994-06-27,DL-7172032491,Self,1,MEM-12176
DRV-12440,CLM-02441,Jhalak,Pranit,Das,Jhalak Das,99730603271,jhalak92@outlook.co.in,F,AADHAR-6976-2095-2759,1988-05-15,DL-5980501502,Spouse,0,
DRV-12441,CLM-02442,Dayamai,Rayaan,Loyal,Dayamai Loyal,98175186308,dayamai75@rediffmail.com,F,UID-251535503571,1968-07-06,DL-5504906486,Friend,0,
DRV-12442,CLM-02443,Ikbal,Damini,Oommen,Ikbal Oommen,99818290073,ikbal46@hotmail.com,M,VOTER-B301352,1983-09-16,DL-6642314939,Self,1,MEM-12549
DRV-12443,CLM-02444,Yashoda,Chaitaly,Varkey,Yashoda Varkey,97398131078,yashoda84@outlook.co.in,M,UID-721711537432,2000-11-13,DL-2940993821,Paid Driver,0,
DRV-12444,CLM-02445,Triveni,Bhavini,Pau,Triveni Pau,97843449145,triveni26@hotmail.com,F,AADHAR-7759-1273-5131,1965-01-29,DL-5580657927,Son,0,
DRV-12445,CLM-02446,Onkar,Ekta,Yadav,Onkar Yadav,98942988252,onkar66@live.com,M,AADHAR-8624-6539-4328,1989-09-28,DL-6062311803,Self,1,MEM-10574
DRV-12446,CLM-02447,Aahana,Anjali,Dyal,Aahana Dyal,98817040365,aahana30@yahoo.com,F,UID-574399379657,1964-03-28,DL-9459735978,Self,1,MEM-10508
DRV-12447,CLM-02448,Yamini,Odika,Edwin,Yamini Edwin,97494151910,yamini32@yahoo.com,F,UID-526003307426,2006-09-07,DL-8013863371,Relative,0,
DRV-12448,CLM-02449,Abhimanyu,Girik,Thaker,Abhimanyu Thaker,97250477667,abhimanyu45@outlook.co.in,M,VOTER-C246392,1998-01-20,DL-7501234496,Self,1,MEM-11406
DRV-12449,CLM-02450,Raagini,Brijesh,Nayak,Raagini Nayak,98732796784,raagini54@gmail.com,F,VOTER-D815278,2003-12-11,DL-2147352663,Self,1,MEM-12009
DRV-12450,CLM-02451,Vamakshi,,Barad,Vamakshi Barad,97844076686,vamakshi13@gmail.com,F,VOTER-C825392,1966-10-03,DL-3420470319,Daughter,0,
DRV-12451,CLM-02452,Vasatika,Tanveer,Wali,Vasatika Wali,98017701006,vasatika92@outlook.co.in,F,AADHAR-8519-4836-9544,1999-06-14,DL-8259444858,Spouse,0,
DRV-12452,CLM-02453,Unni,Lakshmi,Raval,Unni Raval,97505302257,unni50@live.com,F,VOTER-E359681,1976-09-08,DL-9153718764,Son,0,
DRV-12453,CLM-02454,Pavani,Bhavna,Sharma,Pavani Sharma,99209727858,pavani79@rediffmail.com,F,AADHAR-5310-2410-4068,1989-02-05,DL-9232644245,Self,1,MEM-10380
DRV-12454,CLM-02455,Mugdha,,Mander,Mugdha Mander,97410289122,mugdha86@gmail.com,F,UID-207184773932,1984-07-18,DL-1254450913,Son,0,
DRV-12455,CLM-02456,Hemani,Thomas,Venkatesh,Hemani Venkatesh,97250974719,hemani34@live.com,F,AADHAR-3283-3715-6807,1959-07-13,DL-8763431137,Relative,0,
DRV-12456,CLM-02457,Aishani,Bachittar,Pandey,Aishani Pandey,98318891103,aishani34@yahoo.com,F,UID-976601793901,1975-09-18,DL-8137934575,Self,1,MEM-13165
DRV-12457,CLM-02458,Maya,Xiti,Divan,Maya Divan,98971922846,maya67@rediffmail.com,M,AADHAR-4250-2060-8862,2002-06-05,DL-6626677064,Daughter,0,
DRV-12458,CLM-02459,Samuel,,Tripathi,Samuel Tripathi,97072280104,samuel14@rediffmail.com,M,UID-850061407944,1999-12-16,DL-4944028059,Self,1,MEM-10560
DRV-12459,CLM-02460,Nirja,Eshana,Sachdev,Nirja Sachdev,97106685087,nirja38@gmail.com,M,UID-117055800446,1988-04-22,DL-5250552064,Spouse,0,
DRV-12460,CLM-02461,Ijaya,Yagnesh,Mammen,Ijaya Mammen,97532747823,ijaya84@live.com,F,AADHAR-7438-5627-2673,1973-07-13,DL-9018445038,Daughter,0,
DRV-12461,CLM-02462,Zansi,Yasti,Mangal,Zansi Mangal,97532860236,zansi88@live.com,F,AADHAR-3960-3416-2673,1979-09-11,DL-6993437256,Paid Driver,0,
DRV-12462,CLM-02463,Janaki,Daksha,Nair,Janaki Nair,99563366075,janaki94@yahoo.com,M,VOTER-B762874,2001-05-08,DL-4179935036,Spouse,0,
DRV-12463,CLM-02464,Aditya,,Sangha,Aditya Sangha,98501240290,aditya82@yahoo.com,M,AADHAR-9859-5191-7369,1997-02-14,DL-5509299353,Self,1,MEM-10869
DRV-12464,CLM-02465,Eta,Yatan,Prasad,Eta Prasad,98360783278,eta37@hotmail.com,F,UID-337595257505,1966-09-21,DL-8226776585,Self,1,MEM-11273
DRV-12465,CLM-02466,Tamanna,,Krish,Tamanna Krish,97305295722,tamanna44@outlook.co.in,F,VOTER-E945974,1965-12-31,DL-3938056507,Relative,0,
DRV-12466,CLM-02467,Sneha,Yamini,Apte,Sneha Apte,98869652690,sneha74@hotmail.com,M,UID-563668945497,1982-05-21,DL-2495040833,Friend,0,
DRV-12467,CLM-02468,Jyoti,,Gandhi,Jyoti Gandhi,98516305752,jyoti22@outlook.co.in,F,UID-128934810493,1972-06-28,DL-3308583655,Daughter,0,
DRV-12468,CLM-02469,Osha,Urmi,Chad,Osha Chad,99056260212,osha78@rediffmail.com,F,AADHAR-2959-5437-4602,1996-04-24,DL-4928945086,Son,0,
DRV-12469,CLM-02470,Ira,Michael,Srivastava,Ira Srivastava,97540189271,ira37@rediffmail.com,M,UID-806379224874,1981-08-03,DL-7746879706,Paid Driver,0,
DRV-12470,CLM-02471,Laksh,Simon,Kala,Laksh Kala,97232005519,laksh69@outlook.co.in,M,UID-889752478617,1985-09-06,DL-6367620406,Self,1,MEM-11018
DRV-12471,CLM-02472,Januja,,Dixit,Januja Dixit,98941394064,januja10@outlook.co.in,M,UID-335927028591,2000-01-13,DL-6271167309,Friend,0,
DRV-12472,CLM-02473,Aahana,,Keer,Aahana Keer,97930927574,aahana79@rediffmail.com,M,VOTER-B736169,1984-03-25,DL-7771867267,Son,0,
DRV-12473,CLM-02474,Januja,Jack,Khatri,Januja Khatri,97940918091,januja10@live.com,M,UID-631134344815,1983-01-31,DL-9477939487,Relative,0,
DRV-12474,CLM-02475,Unni,Lekha,Nagar,Unni Nagar,98618623262,unni87@hotmail.com,F,UID-574513929219,1989-06-20,DL-2438218072,Paid Driver,0,
DRV-12475,CLM-02476,Ishita,Chaitanya,Narayanan,Ishita Narayanan,98904572940,ishita14@live.com,M,UID-793945059521,1999-03-13,DL-4553338883,Son,0,
DRV-12476,CLM-02477,Avni,Yashoda,Goda,Avni Goda,97809522787,avni15@rediffmail.com,F,VOTER-C446011,1997-12-30,DL-8517183123,Son,0,
DRV-12477,CLM-02478,Triveni,Hemal,Samra,Triveni Samra,97019807161,triveni68@hotmail.com,M,AADHAR-2969-5259-9085,1996-06-17,DL-7868335907,Friend,0,
DRV-12478,CLM-02479,Peter,,Swaminathan,Peter Swaminathan,98379860733,peter58@outlook.co.in,M,VOTER-C638737,1981-12-06,DL-4257094628,Self,1,MEM-10452
DRV-12479,CLM-02480,Lavanya,,Handa,Lavanya Handa,98103712110,lavanya44@hotmail.com,F,UID-626079453491,2006-02-05,DL-5889387307,Self,1,MEM-11467
DRV-12480,CLM-02481,Arya,Matthew,Gaba,Arya Gaba,98554519264,arya77@yahoo.com,F,VOTER-E762066,1988-11-08,DL-3684908926,Relative,0,
DRV-12481,CLM-02482,Krishna,,Bora,Krishna Bora,99019292787,krishna75@hotmail.com,F,AADHAR-7161-1257-5155,1991-03-30,DL-4924072084,Paid Driver,0,
DRV-12482,CLM-02483,Rajata,,Sant,Rajata Sant,99536097571,rajata79@outlook.co.in,F,AADHAR-4033-4383-3958,1966-11-08,DL-4457955410,Friend,0,
DRV-12483,CLM-02484,Urvi,Urishilla,Ravel,Urvi Ravel,97777554853,urvi59@rediffmail.com,F,VOTER-D465735,1990-03-22,DL-4444878707,Son,0,
DRV-12484,CLM-02485,Kamala,Janani,Tailor,Kamala Tailor,97863169425,kamala78@gmail.com,F,VOTER-C509313,1993-12-21,DL-5757090429,Son,0,
DRV-12485,CLM-02486,Leela,Deepa,Sarma,Leela Sarma,97332206810,leela64@hotmail.com,F,VOTER-C356737,1970-06-12,DL-5079672783,Self,1,MEM-13158
DRV-12486,CLM-02487,Upadhriti,Ojasvi,Chhabra,Upadhriti Chhabra,97101289721,upadhriti86@gmail.com,F,VOTER-E856544,1960-09-14,DL-1264297018,Son,0,
DRV-12487,CLM-02488,Onkar,Brinda,Bhandari,Onkar Bhandari,98998068589,onkar16@outlook.co.in,M,UID-980698505018,1980-08-03,DL-4967451543,Self,1,MEM-11504
DRV-12488,CLM-02489,Charan,Chanakya,Sethi,Charan Sethi,97111750461,charan53@yahoo.com,M,UID-547833216903,1969-04-08,DL-5906736990,Self,1,MEM-12430
DRV-12489,CLM-02490,Indali,Wridesh,Peri,Indali Peri,98324482282,indali63@gmail.com,F,UID-926855716191,1984-05-12,DL-9044073107,Self,1,MEM-10776
DRV-12490,CLM-02491,Vritti,Aarush,Konda,Vritti Konda,98396817842,vritti16@yahoo.com,M,VOTER-B534170,1969-03-23,DL-5034175438,Paid Driver,0,
DRV-12491,CLM-02492,Logan,Zaitra,Mishra,Logan Mishra,99421049534,logan52@yahoo.com,M,UID-669230799541,2002-01-14,DL-1679994819,Self,1,MEM-11990
DRV-12492,CLM-02493,Yahvi,Yahvi,Shroff,Yahvi Shroff,98855454348,yahvi15@live.com,F,UID-257134574270,1971-11-28,DL-9044016752,Daughter,0,
DRV-12493,CLM-02494,Wishi,Krishna,Gupta,Wishi Gupta,97016740634,wishi64@live.com,M,VOTER-D184552,1987-12-14,DL-7141051807,Paid Driver,0,
DRV-12494,CLM-02495,Waida,Bhanumati,Dhawan,Waida Dhawan,97874700044,waida93@gmail.com,F,VOTER-C550671,1973-08-28,DL-3119110575,Paid Driver,0,
DRV-12495,CLM-02496,Jasmit,Chatura,Ahuja,Jasmit Ahuja,97717312361,jasmit48@yahoo.com,M,VOTER-C391249,1999-06-19,DL-7076847944,Son,0,
DRV-12496,CLM-02497,Lopa,Bahadurjit,Lata,Lopa Lata,97262818376,lopa85@outlook.co.in,F,AADHAR-2870-4217-2508,1998-07-04,DL-4209320487,Self,1,MEM-12467
DRV-12497,CLM-02498,Chameli,,Mukherjee,Chameli Mukherjee,97429900495,chameli50@outlook.co.in,F,VOTER-E685060,1984-01-04,DL-1457214267,Relative,0,
DRV-12498,CLM-02499,Triveni,Dayita,Deo,Triveni Deo,99024788238,triveni60@yahoo.com,F,AADHAR-5411-8161-8444,1978-02-27,DL-5434686494,Paid Driver,0,
DRV-12499,CLM-02500,Thomas,Ekavir,Suri,Thomas Suri,97431954945,thomas99@live.com,M,UID-473780203697,1994-08-21,DL-1501448842,Self,1,MEM-12523
DRV-12500,CLM-02501,Baghyawati,Sanaya,Thaker,Baghyawati Thaker,97794822660,baghyawati15@gmail.com,F,AADHAR-8703-8014-5408,1993-10-17,DL-3670947840,Self,1,MEM-13135
DRV-12501,CLM-02502,Samesh,Wakeeta,Handa,Samesh Handa,98246510296,samesh57@live.com,M,UID-660595657448,2004-08-23,DL-9198242566,Self,1,MEM-11180
DRV-12502,CLM-02503,Chakrika,Daksha,Bumb,Chakrika Bumb,99888768991,chakrika73@live.com,F,AADHAR-5039-8530-4036,1974-05-17,DL-6537269507,Self,1,MEM-12101
DRV-12503,CLM-02504,Amaira,Ekaja,Seshadri,Amaira Seshadri,98778317874,amaira56@outlook.co.in,M,UID-354092183883,2005-12-28,DL-6469316152,Spouse,0,
DRV-12504,CLM-02505,Waida,,Bora,Waida Bora,99870883377,waida41@gmail.com,F,UID-141415477660,1966-05-01,DL-8094707029,Self,1,MEM-12225
DRV-12505,CLM-02506,Unnati,,Mandal,Unnati Mandal,98463646756,unnati75@gmail.com,F,AADHAR-6831-3504-2838,1990-07-19,DL-4770798660,Paid Driver,0,
DRV-12506,CLM-02507,Matthew,Peter,Soman,Matthew Soman,97001440530,matthew17@outlook.co.in,M,AADHAR-5404-1256-4552,1965-11-25,DL-6220039132,Self,1,MEM-11468
DRV-12507,CLM-02508,Ladli,,Dara,Ladli Dara,97968608647,ladli44@rediffmail.com,F,VOTER-E339458,1978-04-03,DL-6609951057,Spouse,0,
DRV-12508,CLM-02509,Jagrati,Udant,Mody,Jagrati Mody,99200252271,jagrati29@hotmail.com,F,AADHAR-5331-6458-7730,1967-07-03,DL-7677297224,Daughter,0,
DRV-12509,CLM-02510,Janani,Jeremiah,Thakur,Janani Thakur,97188609682,janani95@yahoo.com,F,VOTER-A966106,1988-11-28,DL-3574764454,Self,1,MEM-10870
DRV-12510,CLM-02511,Urmi,,Bhakta,Urmi Bhakta,97380650621,urmi81@gmail.com,F,AADHAR-8949-8236-6160,1965-09-28,DL-1609366256,Self,1,MEM-12282
DRV-12511,CLM-02512,Pahal,Ojas,Basu,Pahal Basu,98252344289,pahal68@live.com,F,VOTER-E469478,2007-03-11,DL-3714856122,Self,1,MEM-12495
DRV-12512,CLM-02513,Ekaraj,Elijah,Chhabra,Ekaraj Chhabra,99766591945,ekaraj51@yahoo.com,M,AADHAR-7696-9565-7878,1997-02-20,DL-6921468943,Self,1,MEM-12137
DRV-12513,CLM-02514,Chatura,Fitan,Gade,Chatura Gade,99144400349,chatura33@outlook.co.in,M,VOTER-C900286,1995-02-04,DL-8537207751,Self,1,MEM-10364
DRV-12514,CLM-02515,Turvi,,Sule,Turvi Sule,99471980034,turvi54@outlook.co.in,F,AADHAR-7360-4245-4501,2006-03-29,DL-7682447131,Son,0,
DRV-12515,CLM-02516,Nimrat,Finn,Iyengar,Nimrat Iyengar,97735188587,nimrat61@live.com,F,AADHAR-1957-3250-9732,1998-12-01,DL-3457046940,Friend,0,
DRV-12516,CLM-02517,Mitesh,Isaac,Hari,Mitesh Hari,97600118165,mitesh93@gmail.com,M,AADHAR-7518-4105-9332,1997-10-11,DL-3523228479,Self,1,MEM-12477
DRV-12517,CLM-02518,Omisha,,Nigam,Omisha Nigam,99189568857,omisha98@gmail.com,F,AADHAR-9147-6691-6561,1997-12-13,DL-5439909263,Relative,0,
DRV-12518,CLM-02519,Tamanna,Jeet,Dhillon,Tamanna Dhillon,97527681557,tamanna92@hotmail.com,F,VOTER-E455168,1961-04-08,DL-3066703877,Daughter,0,
DRV-12519,CLM-02520,Ekani,Ekanta,Majumdar,Ekani Majumdar,99526346257,ekani75@gmail.com,M,UID-820902900666,1984-03-10,DL-1173983329,Spouse,0,
DRV-12520,CLM-02521,Odika,Nimrat,Lad,Odika Lad,98857146135,odika13@gmail.com,M,AADHAR-1886-3049-1828,1968-09-04,DL-5375645117,Son,0,
DRV-12521,CLM-02522,Yoshita,Gopal,Borra,Yoshita Borra,97389678211,yoshita73@gmail.com,F,VOTER-D940060,1977-04-13,DL-4044637392,Friend,0,
DRV-12522,CLM-02523,Leena,Quincy,Comar,Leena Comar,97330400736,leena64@hotmail.com,F,UID-149359223761,1977-10-07,DL-1929226141,Self,1,MEM-10741
DRV-12523,CLM-02524,Aishani,,Dada,Aishani Dada,97372254587,aishani22@hotmail.com,F,VOTER-D958234,2003-11-14,DL-1096443154,Self,1,MEM-13099
DRV-12524,CLM-02525,Vanya,,Chaudhry,Vanya Chaudhry,97022174843,vanya89@yahoo.com,F,UID-276035637566,1987-01-21,DL-1511553850,Spouse,0,
DRV-12525,CLM-02526,Vasudha,Oscar,Mammen,Vasudha Mammen,97417891469,vasudha84@outlook.co.in,F,UID-407887454072,1975-08-22,DL-6520952380,Paid Driver,0,
DRV-12526,CLM-02527,Gautami,Pranav,Mangat,Gautami Mangat,97238344306,gautami12@outlook.co.in,F,VOTER-E670751,1980-06-17,DL-4016103373,Daughter,0,
DRV-12527,CLM-02528,Vasatika,Yahvi,Pingle,Vasatika Pingle,99578733730,vasatika57@yahoo.com,F,VOTER-B610081,2003-01-31,DL-1540311345,Relative,0,
DRV-12528,CLM-02529,Oliver,Yatin,Bobal,Oliver Bobal,97979059778,oliver31@yahoo.com,M,AADHAR-8509-6957-8674,1973-12-18,DL-6728051681,Self,1,MEM-13103
DRV-12529,CLM-02530,Wishi,,Jha,Wishi Jha,97517505944,wishi16@yahoo.com,F,AADHAR-9841-5919-8123,1965-06-18,DL-7838975654,Relative,0,
DRV-12530,CLM-02531,Zaitra,,Sekhon,Zaitra Sekhon,97052128385,zaitra97@live.com,F,VOTER-A102708,2006-12-22,DL-8232410681,Son,0,
DRV-12531,CLM-02532,Chandani,Keya,Pandit,Chandani Pandit,99950414923,chandani67@gmail.com,F,AADHAR-9228-8780-4906,1997-10-08,DL-2736486405,Self,1,MEM-12451
DRV-12532,CLM-02533,Hiral,Abha,Barad,Hiral Barad,98033510635,hiral58@live.com,F,UID-610441228880,1976-10-23,DL-3545469689,Self,1,MEM-11571
DRV-12533,CLM-02534,Mason,Bhavika,Kaur,Mason Kaur,98596753158,mason57@yahoo.com,M,VOTER-A256377,1994-11-24,DL-1757748304,Self,1,MEM-13118
DRV-12534,CLM-02535,Yauvani,Jairaj,Grover,Yauvani Grover,97551439290,yauvani89@yahoo.com,F,UID-830050685252,2007-08-29,DL-8886018673,Self,1,MEM-13033
DRV-12535,CLM-02536,Mugdha,Urmi,Nayar,Mugdha Nayar,99960565090,mugdha67@outlook.co.in,M,VOTER-C881148,1999-04-04,DL-5566486962,Relative,0,
DRV-12536,CLM-02537,Saanvi,Lajita,Bajwa,Saanvi Bajwa,99476443348,saanvi88@outlook.co.in,F,VOTER-A884528,1965-11-08,DL-1822530135,Relative,0,
DRV-12537,CLM-02538,Hemangini,,Banerjee,Hemangini Banerjee,97911048308,hemangini79@rediffmail.com,M,UID-756916791674,1998-11-19,DL-1267269283,Spouse,0,
DRV-12538,CLM-02539,Vrishti,Nathaniel,Nath,Vrishti Nath,99983055786,vrishti82@outlook.co.in,M,AADHAR-3162-6955-7228,2004-05-04,DL-5929628887,Friend,0,
DRV-12539,CLM-02540,Eshana,Unni,Shah,Eshana Shah,98275551873,eshana63@rediffmail.com,F,VOTER-B147769,1985-03-09,DL-7879521930,Self,1,MEM-10735
DRV-12540,CLM-02541,Amara,,Das,Amara Das,98655931635,amara30@live.com,F,VOTER-E202076,1979-06-18,DL-1447676064,Son,0,
DRV-12541,CLM-02542,Vyanjana,Manthan,Sunder,Vyanjana Sunder,97584199441,vyanjana76@hotmail.com,M,VOTER-E883070,1967-06-23,DL-5316600186,Son,0,
DRV-12542,CLM-02543,Bhanumati,,Chaudhary,Bhanumati Chaudhary,98529012420,bhanumati39@live.com,F,AADHAR-6775-3607-7969,1965-10-22,DL-1453686658,Self,1,MEM-12413
DRV-12543,CLM-02544,Ekanta,Arjun,Bhalla,Ekanta Bhalla,99814486283,ekanta67@outlook.co.in,M,UID-447183046092,1956-12-26,DL-8663152904,Son,0,
DRV-12544,CLM-02545,Yagnesh,,Kata,Yagnesh Kata,99038568896,yagnesh86@yahoo.com,M,VOTER-C687948,1989-10-18,DL-7702213304,Self,1,MEM-10282
DRV-12545,CLM-02546,Madhavi,Libni,Bawa,Madhavi Bawa,98659120594,madhavi68@hotmail.com,M,VOTER-E909571,1963-09-20,DL-1561224285,Friend,0,
DRV-12546,CLM-02547,Chakradhar,Harsh,Lal,Chakradhar Lal,97962262665,chakradhar50@outlook.co.in,M,AADHAR-4361-3858-7150,1972-09-09,DL-8730345192,Self,1,MEM-10154
DRV-12547,CLM-02548,Oeshi,Omaja,Dhaliwal,Oeshi Dhaliwal,98669404799,oeshi85@yahoo.com,F,VOTER-A187987,1971-04-20,DL-9983348578,Relative,0,
DRV-12548,CLM-02549,Meghana,Simon,Sarraf,Meghana Sarraf,99540185717,meghana10@rediffmail.com,F,UID-516555113852,1977-08-30,DL-3718621806,Spouse,0,
DRV-12549,CLM-02550,Aarini,Girik,Mall,Aarini Mall,98025841822,aarini37@live.com,F,UID-191872452057,1984-10-28,DL-3942004460,Self,1,MEM-11838
DRV-12550,CLM-02551,Victor,Vidhi,Bahl,Victor Bahl,97489626610,victor79@gmail.com,M,AADHAR-8159-8901-5499,1975-10-26,DL-2484027613,Self,1,MEM-12902
