member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_gov_id,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_acc_no,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_city,mem_permanent_landmark,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_city,mem_communication_landmark,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_update_date,RUN_TIME_DATE,CUT_OFF_DATE,POL_ACTV_CNT_YR_1,POL_ACTV_CNT_YR_2,POL_ACTV_CNT_YR_3,POL_REN_CNT_YR_1,POL_REN_CNT_YR_2,POL_REN_CNT_YR_3,POL_NB_CNT_YR_1,POL_NB_CNT_YR_2,POL_NB_CNT_YR_3,SUM_INSURED_YR_1,SUM_INSURED_YR_2,SUM_INSURED_YR_3,PREMIUM_AMT_YR_1,PREMIUM_AMT_YR_2,PREMIUM_AMT_YR_3,CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_CASHLESS_CNT_YR_1,CLAIM_CASHLESS_CNT_YR_2,CLAIM_CASHLESS_CNT_YR_3,CLAIM_REIM_CNT_YR_1,CLAIM_REIM_CNT_YR_2,CLAIM_REIM_CNT_YR_3,CLAIM_AMT_YR_1,CLAIM_AMT_YR_2,CLAIM_AMT_YR_3,APPR_AMT_YR_1,APPR_AMT_YR_2,APPR_AMT_YR_3
MEM-12540,I,Kevin,Lekha,Vasa,Kevin Vasa,1998-08-23,,M,Widowed,Indian,VOTER-A684751,Resident,Business,SSC,ACC_815274155057,48/80- Warrior Ganj,Zacharia Ganj,Gurgaon,Opposite Park,Arunachal Pradesh,India,471968,H.No. 13 Bajwa Circle,Pandit Ganj,Amaravati,Behind Mall,Andhra Pradesh,India,775905,Mobile,98451650548,,,kevin91@hotmail.com,,2025-05-15,2025-10-27,2025-10-27,2,1,0,2,0,0,1,0,0,3245717.42,519228.41,0.0,77852.26,11770.93,0.0,3,0,0,1,0,0,2,0,0,113752.26,0.0,0.0,118285.04000000001,0.0,0.0
MEM-12541,I,Rohan,Udyati,Sood,Rohan Sood,1981-03-16,,M,Widowed,Indian,AADHAR-2720-4724-7476,Resident,Salaried,GRADUATE,ACC_331701274708,69/614- Mall Path,Divan Zila,Adoni,Next to Temple,Odisha,India,287835,87/417 Mohan,Lanka Road,Vijayanagaram,Next to Bank,Himachal Pradesh,India,224255,Mobile,98937809011,Office,,rohan49@gmail.com,,2025-07-16,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,690492.89,0.0,0.0,7134.24,0.0,0.0,5,0,0,4,0,0,1,0,0,160573.28,0.0,0.0,149035.72,0.0,0.0
MEM-12542,I,Samuel,Daniel,Sem,Samuel Sem,1987-11-25,,M,Widowed,Indian,UID-450465614456,Resident,Salaried,HSC,ACC_693255244313,H.No. 01- Kohli Street,Sani Road,Surat,,Sikkim,India,830437,74 Kumar Nagar,Som Chowk,Raichur,Behind Mall,Tripura,India,748249,Mobile,99415867607,,,samuel97@live.com,,2025-06-10,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,600084.7,0.0,0.0,7556.31,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12543,I,Chakrika,,Dhingra,Chakrika Dhingra,2002-04-28,,F,Divorced,Indian,AADHAR-9560-3981-8746,Resident,Professional,SSC,ACC_167906718341,H.No. 01- Som Chowk,Sura Circle,Hajipur,,Karnataka,India,558938,179- Sangha Nagar,Hans Chowk,Morbi,Next to Bank,Sikkim,India,886132,Mobile,99854145704,Home,99736166576.0,chakrika58@live.com,,2025-05-31,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12544,I,Thomas,Vasatika,Walla,Thomas Walla,1970-03-25,,M,Unknown,Indian,VOTER-D159487,Resident,Retired,POST_GRAD,ACC_874062980156,64 Dubey Road,Thakkar Circle,Ambala,Opposite Park,West Bengal,India,685380,99/814 Pai Marg,Mannan Path,Fatehpur,,Kerala,India,59341,Mobile,97030452718,Office,98038265921.0,thomas71@hotmail.com,,2025-09-06,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,918596.3600000001,0.0,0.0,8258.210000000001,0.0,0.0,2,0,0,2,0,0,0,0,0,94416.11,0.0,0.0,87665.31999999999,0.0,0.0
MEM-12545,I,Liam,Hemal,Bhattacharyya,Liam Bhattacharyya,2002-04-22,,M,Married,Indian,VOTER-B316346,Foreigner,Professional,POST_GRAD,ACC_707668467070,860 Chaudhry Ganj,Jha Zila,Morbi,Near Metro Station,Goa,India,224227,507- Majumdar Marg,Ratta Path,Ghaziabad,Next to Bank,Tripura,India,266490,Mobile,97274034920,Home,97947717760.0,liam41@live.com,,2025-06-22,2025-10-27,2025-10-27,1,1,0,1,0,0,0,0,0,485303.61,524156.76,0.0,5997.86,9515.61,0.0,5,0,0,2,0,0,3,0,0,151927.39,0.0,0.0,136244.76,0.0,0.0
MEM-12546,I,Omaja,Utkarsh,Kala,Omaja Kala,1982-12-01,,F,Single,Indian,AADHAR-8475-5630-7270,Resident,Professional,UNKNOWN,ACC_444726895676,H.No. 417 Gandhi Chowk,Jha Path,Phusro,,Maharashtra,India,528214,348 Thaman Path,Sabharwal Road,Kurnool,Next to Bank,Punjab,India,233167,Mobile,98757039312,,98741070237.0,omaja61@live.com,,2025-05-13,2025-10-27,2025-10-27,0,1,0,0,0,0,0,1,0,0.0,585357.79,0.0,0.0,16239.06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12547,I,Unni,Mahika,Konda,Unni Konda,1985-01-15,2023-09-11,F,Divorced,Indian,UID-515646246841,Resident,Business,UNKNOWN,ACC_478417442158,25/80 Gour,Khurana Circle,Panihati,Near Metro Station,Himachal Pradesh,India,498198,58/269- Dugal Chowk,Savant Street,Silchar,Behind Mall,Madhya Pradesh,India,894280,Mobile,99588077484,Office,97773241165.0,unni20@outlook.co.in,,2025-05-04,2025-10-27,2025-10-27,0,2,0,0,0,0,0,0,0,0.0,1270765.62,0.0,0.0,42431.340000000004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12548,I,Akshay,,Grover,Akshay Grover,1966-02-12,,M,Divorced,Indian,AADHAR-6645-8116-5180,Resident,Retired,SSC,ACC_126863643459,16/039 Butala Street,Shukla Zila,Hyderabad,Opposite Park,West Bengal,India,933750,21- Rana Ganj,Rau Street,Lucknow,Behind Mall,Uttar Pradesh,India,867998,Mobile,99833271460,,,akshay10@gmail.com,,2024-12-28,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,989559.66,0.0,0.0,44200.49,0.0,0.0,1,0,0,1,0,0,0,0,0,880110.7,0.0,0.0,29800.28,0.0,0.0
MEM-12549,I,Ikbal,Damini,Oommen,Ikbal Oommen,1983-09-16,,M,Single,Indian,VOTER-B301352,Resident,Professional,POST_GRAD,ACC_205636562922,H.No. 043 Dewan Chowk,Vasa Zila,Sri Ganganagar,Near Metro Station,Telangana,India,267661,H.No. 443- Walla Street,Edwin Road,Noida,Next to Bank,Karnataka,India,865401,Mobile,99818290073,,98311222083.0,ikbal46@hotmail.com,,2024-12-16,2025-10-27,2025-10-27,4,1,0,4,0,0,0,0,0,2219040.85,653728.42,0.0,28535.23,1617.03,0.0,3,0,0,0,0,0,3,0,0,194543.15,0.0,0.0,191892.35,0.0,0.0
MEM-12550,I,Kevin,Rachana,Oza,Kevin Oza,1993-05-05,,M,Unknown,Indian,AADHAR-5174-1969-7714,NRI,Salaried,GRADUATE,ACC_240757814593,622 Rao Nagar,Das Road,Raebareli,,Telangana,India,30642,57/012 Shetty Chowk,Mohan Path,Kumbakonam,,Arunachal Pradesh,India,759010,Mobile,98345208125,Home,,kevin52@hotmail.com,ygala@example.net,2025-03-24,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12551,I,Udarsh,,Majumdar,Udarsh Majumdar,1974-01-25,,M,Divorced,Indian,UID-243340337651,Resident,Retired,UNKNOWN,ACC_715109790105,H.No. 210- Sehgal Circle,Rana Chowk,Chapra,,Arunachal Pradesh,India,822999,H.No. 680- Bhargava Road,Virk Road,Jhansi,Next to Bank,Maharashtra,India,631865,Mobile,98936269640,Office,,udarsh75@hotmail.com,,2025-04-29,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,768745.67,0.0,0.0,3128.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12552,B,Ikbal,Nicholas,Dixit,Ikbal Dixit,1975-09-19,,M,Divorced,Indian,UID-546341490671,Resident,Retired,UNKNOWN,ACC_457056159137,H.No. 252- Sengupta Path,Loke Road,Udaipur,,Telangana,India,181311,713 Thakur Nagar,Nadkarni Nagar,Bijapur,Behind Mall,Andhra Pradesh,India,469224,Mobile,98766826074,,99847456888.0,ikbal68@yahoo.com,,2024-12-12,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1162022.3399999999,0.0,0.0,19868.84,0.0,0.0,2,0,0,1,0,0,1,0,0,42991.369999999995,0.0,0.0,35323.75,0.0,0.0
MEM-12553,B,Yutika,,Pradhan,Yutika Pradhan,1988-03-24,,F,Widowed,Indian,VOTER-C829769,Resident,Salaried,SSC,ACC_480371962721,516 Raj Ganj,Taneja Zila,Farrukhabad,Next to Temple,Kerala,India,106353,952 Dutt Marg,Maharaj Road,Belgaum,Near School,Haryana,India,87506,Mobile,97170415409,Home,98635249581.0,yutika62@live.com,,2024-11-23,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,901891.91,0.0,0.0,6150.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12554,B,Zayan,Isaac,Dara,Zayan Dara,1990-12-23,,M,Single,Indian,AADHAR-4547-4081-8225,Foreigner,Business,HSC,ACC_153916448091,57 Acharya Circle,Nayar Road,Pondicherry,Opposite Park,Telangana,India,669809,80/23 Issac Chowk,Tailor Zila,Kalyan-Dombivli,Near School,Sikkim,India,839770,Mobile,99282805109,,,zayan57@outlook.co.in,adityakala@example.com,2025-01-05,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12555,I,Yoshita,Azaan,Shan,Yoshita Shan,1975-05-19,2025-05-01,F,Unknown,Indian,AADHAR-8072-8595-7182,Resident,Retired,GRADUATE,ACC_549449783451,173 Kuruvilla Nagar,Sathe Chowk,Bhiwandi,Opposite Park,Meghalaya,India,881796,H.No. 278- Nagi Path,Dasgupta Path,Bellary,,Haryana,India,815401,Mobile,99791884905,Office,98716851288.0,yoshita66@rediffmail.com,,2025-07-29,2025-10-27,2025-10-27,1,1,0,1,0,0,1,1,0,2213053.46,690196.96,0.0,3483.97,20315.23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12556,I,Dhriti,Aradhana,Ratti,Dhriti Ratti,1995-11-07,,F,Unknown,Indian,VOTER-D874913,Resident,Salaried,UNKNOWN,ACC_134962468766,H.No. 816 Majumdar Street,Sule Zila,Faridabad,Near Metro Station,Meghalaya,India,905063,H.No. 61- Talwar Chowk,Gill Ganj,Bihar Sharif,Near School,Andhra Pradesh,India,782153,Mobile,97243708384,Office,97766640120.0,dhriti51@yahoo.com,,2025-06-26,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12557,I,Charan,,Singhal,Charan Singhal,2003-07-28,,M,Married,Indian,VOTER-A706518,Resident,Salaried,SSC,ACC_903874896034,H.No. 605 Raju Road,Grewal Circle,Saharanpur,Near Metro Station,Meghalaya,India,100658,27 Gala Road,Gole Marg,Tirupati,Next to Bank,Meghalaya,India,88588,Mobile,98218318102,Office,,charan93@yahoo.com,,2025-05-17,2025-10-27,2025-10-27,2,2,0,2,0,0,1,0,0,739068.03,1337778.56,0.0,13378.130000000001,48757.240000000005,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12558,I,Qarin,Girish,Bava,Qarin Bava,1998-11-10,,M,Single,Indian,AADHAR-6360-5507-6338,NRI,Business,HSC,ACC_493757622838,22/91 Nadkarni Ganj,Raju Path,Farrukhabad,Near Metro Station,Maharashtra,India,37957,H.No. 64- Chaudhary Ganj,Nayar Nagar,Jalna,,Madhya Pradesh,India,683429,Mobile,99077362693,,99843021162.0,qarin88@yahoo.com,,2024-11-20,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,773284.19,0.0,0.0,3020.57,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12559,I,Simon,Rehaan,Dugar,Simon Dugar,2006-08-31,2024-06-28,M,Divorced,Indian,UID-204592153606,Resident,Business,GRADUATE,ACC_453879368697,H.No. 898 Desai Path,Amble Circle,Nagpur,,Arunachal Pradesh,India,686157,33/43 Raja Path,Gandhi Zila,Pimpri-Chinchwad,Next to Bank,Tripura,India,379833,Mobile,99804061085,,97546490321.0,simon31@rediffmail.com,,2025-04-22,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12560,I,Raksha,Gaurav,Dora,Raksha Dora,2006-07-28,,F,Unknown,Indian,UID-142253498640,Foreigner,Salaried,UNKNOWN,ACC_834509917293,H.No. 29 Goswami Zila,Nazareth Nagar,Akola,,Madhya Pradesh,India,211239,75 Dube Marg,Natt Marg,Udaipur,,Tamil Nadu,India,983555,Mobile,97533681270,,,raksha17@live.com,,2025-05-28,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1619421.23,0.0,0.0,58023.25,0.0,0.0,8,0,0,4,0,0,4,0,0,1311927.0399999998,0.0,0.0,282553.2,0.0,0.0
MEM-12561,I,Zansi,Chandran,Viswanathan,Zansi Viswanathan,1985-12-08,,F,Married,Indian,AADHAR-5554-5798-8636,Resident,Professional,POST_GRAD,ACC_584324576212,67/659 Subramanian Ganj,Wason Street,Pune,,Kerala,India,650708,H.No. 668 Pandit,Loke Zila,Bikaner,Next to Bank,Bihar,India,594034,Mobile,97752953444,Home,97213215952.0,zansi43@rediffmail.com,,2025-09-02,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,818417.91,0.0,0.0,8142.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12562,B,Karan,Wishi,Kaul,Karan Kaul,2003-06-08,,M,Divorced,Indian,UID-538309119480,NRI,Professional,HSC,ACC_947775324995,26/328- Sule,Golla Ganj,Firozabad,Opposite Park,Tripura,India,645290,86- Mital Chowk,Goel Circle,Pudukkottai,,Chhattisgarh,India,510757,Mobile,98677611406,,,karan18@yahoo.com,,2025-05-13,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,446053.75,0.0,0.0,7399.33,0.0,0.0,2,0,0,1,0,0,1,0,0,467276.3,0.0,0.0,86110.02,0.0,0.0
MEM-12563,I,Garima,Maanav,Ramachandran,Garima Ramachandran,2001-04-17,,F,Unknown,Indian,AADHAR-4032-6551-4379,Resident,Business,SSC,ACC_017005811544,92/10 Mall Marg,Kata Nagar,Srinagar,Near Metro Station,West Bengal,India,78932,75/48 Tripathi Road,Sengupta Chowk,Mangalore,Behind Mall,Gujarat,India,923002,Mobile,97099967954,Home,99602100622.0,garima43@outlook.co.in,,2025-03-16,2025-10-27,2025-10-27,3,0,0,3,0,0,0,0,0,2904723.6999999997,0.0,0.0,32027.91,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12564,I,Yutika,Simon,Dasgupta,Yutika Dasgupta,1984-06-07,,F,Unknown,Indian,AADHAR-3373-6587-3215,Resident,Business,GRADUATE,ACC_767522839197,94/202 Sule Marg,Kunda Path,Khandwa,Near Metro Station,Himachal Pradesh,India,86867,54/791- Tank,Dugal Zila,Secunderabad,Behind Mall,Jharkhand,India,83162,Mobile,98611411694,,97586015041.0,yutika78@live.com,,2025-01-06,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,1681853.85,0.0,0.0,53207.63,0.0,1,0,0,1,0,0,0,0,0,92246.20540888682,0.0,0.0,87743.1625754853,0.0,0.0
MEM-12565,I,Damini,Onkar,Ramakrishnan,Damini Ramakrishnan,1959-11-29,,F,Single,Indian,VOTER-C187235,NRI,Retired,GRADUATE,ACC_364661029614,62/927 Dyal,Memon Circle,South Dumdum,Next to Temple,Mizoram,India,385174,64/64- Kanda Path,Pathak Marg,Farrukhabad,,Andhra Pradesh,India,716837,Mobile,98839811442,Home,,damini20@live.com,,2025-08-03,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,1447824.36,0.0,0.0,41001.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12566,I,Kashvi,Frederick,Sathe,Kashvi Sathe,1999-07-06,,F,Unknown,Indian,VOTER-D582984,Resident,Professional,POST_GRAD,ACC_851489584363,H.No. 85 Apte Zila,Kaur Ganj,Guna,,Goa,India,946302,111 Basak Chowk,Kala Zila,Vellore,,Andhra Pradesh,India,154564,Mobile,97053664200,Home,97138590462.0,kashvi79@live.com,,2025-01-14,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,724999.63,0.0,0.0,18062.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12567,I,Caleb,,Dube,Caleb Dube,1985-08-24,,M,Divorced,Indian,AADHAR-5432-4610-2625,Resident,Salaried,UNKNOWN,ACC_092066766436,H.No. 54 Wali,Brahmbhatt Chowk,Rajpur Sonarpur,Next to Temple,Maharashtra,India,847988,H.No. 058- Kota Street,Deshmukh Circle,Panipat,Behind Mall,Mizoram,India,189648,Mobile,99119268386,,99424986781.0,caleb79@live.com,,2025-10-16,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,448330.46,0.0,0.0,16375.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12568,B,Vritti,Yasti,Sarkar,Vritti Sarkar,1969-03-08,,F,Married,Indian,UID-714919078619,Foreigner,Retired,GRADUATE,ACC_024227581175,H.No. 66 Borra Chowk,Kakar Chowk,Kota,,Mizoram,India,628103,H.No. 727 Datta Nagar,Sethi Street,Satna,,Telangana,India,942870,Mobile,97146472145,Home,99196474135.0,vritti29@live.com,,2025-05-26,2025-10-27,2025-10-27,4,0,0,4,0,0,0,0,0,1979683.26,0.0,0.0,29640.350000000002,0.0,0.0,1,0,0,0,0,0,1,0,0,94115.83882906997,0.0,0.0,85384.98234089617,0.0,0.0
MEM-12569,I,Nidhi,Upasna,Cheema,Nidhi Cheema,1997-08-03,,F,Married,Indian,UID-545531106031,Resident,Business,POST_GRAD,ACC_627600057360,75- Gill Marg,Zacharia Path,Phagwara,Opposite Park,Bihar,India,983567,991 Chopra Street,Anand Nagar,Loni,Near School,Maharashtra,India,187104,Mobile,97564742428,,,nidhi78@gmail.com,,2025-07-25,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1104062.1400000001,0.0,0.0,11274.97,0.0,0.0,3,0,0,0,0,0,3,0,0,629639.74,0.0,0.0,209964.28999999998,0.0,0.0
MEM-12570,I,Ronith,,Ramaswamy,Ronith Ramaswamy,1982-01-04,,M,Divorced,Indian,UID-523489920550,Resident,Professional,POST_GRAD,ACC_479955987847,84/32 Tank Nagar,Tak Ganj,Haridwar,Near Metro Station,Goa,India,488065,850- Ramakrishnan Path,Kapur Ganj,Bijapur,Near School,Sikkim,India,837117,Mobile,97792209230,,98416698939.0,ronith20@gmail.com,,2025-03-03,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,1598369.15,0.0,0.0,37265.81,0.0,0.0,1,0,0,0,0,0,1,0,0,102661.51,0.0,0.0,91238.74,0.0,0.0
MEM-12571,I,Krisha,Caleb,Kade,Krisha Kade,1967-03-28,,F,Unknown,Indian,AADHAR-2646-3908-9308,Resident,Retired,SSC,ACC_844938380368,H.No. 724- Saxena Nagar,Saha Marg,Hubli–Dharwad,Opposite Park,Karnataka,India,477893,912- Raghavan Ganj,Dara Circle,Jamnagar,Near School,Chhattisgarh,India,234596,Mobile,98305213676,Home,98045010467.0,krisha47@gmail.com,xsengupta@example.com,2024-11-25,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1336667.0,0.0,0.0,27308.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12572,I,Akshay,,Suri,Akshay Suri,1985-07-18,,M,Married,Indian,AADHAR-4941-3323-4819,Resident,Salaried,UNKNOWN,ACC_202523463238,77/696- Raj Path,Balay Nagar,Hyderabad,,Haryana,India,474399,H.No. 93 Lata,Sastry Nagar,Jehanabad,Next to Bank,Assam,India,751573,Mobile,97690859499,,97728163214.0,akshay88@yahoo.com,,2025-09-12,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,879230.91,0.0,0.0,7951.860000000001,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12573,I,Priya,Hemani,Deep,Priya Deep,1977-04-16,,F,Unknown,Indian,UID-129962336777,Resident,Professional,GRADUATE,ACC_350742514,09/69 Deshmukh Nagar,Loke Circle,Nadiad,,Sikkim,India,911259,87/541 Shan,Chada Marg,Imphal,,Uttar Pradesh,India,552002,Mobile,9527262321,Home,,priya97@live.com,,2025-01-01,2025-10-27,2025-10-27,3,1,0,3,0,0,0,1,0,1938209.8900000001,471031.85,0.0,27276.78,14983.29,0.0,7,0,0,3,0,0,4,0,0,369839.4788988533,0.0,0.0,334293.13538319984,0.0,0.0
MEM-12574,I,Mohini,,Atwal,Mohini Atwal,1998-03-16,,F,Divorced,Indian,AADHAR-2194-1237-2109,Resident,Business,HSC,ACC_723559992342,189- Seth Chowk,Samra Zila,Bettiah,Near Metro Station,Uttarakhand,India,921779,035- Atwal,Pathak Marg,Deoghar,Near School,Uttar Pradesh,India,827247,Mobile,99580992545,Home,97142172263.0,mohini61@live.com,,2025-01-23,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12575,I,Naksh,Orinder,Deol,Naksh Deol,2003-01-15,,M,Single,Indian,AADHAR-8418-9868-2379,NRI,Professional,GRADUATE,ACC_591135689027,03/049- Dutt Nagar,Sabharwal Street,Tezpur,Near Metro Station,West Bengal,India,797706,99/08- Barad,Sankaran Nagar,Nandyal,Near School,Chhattisgarh,India,43185,Mobile,99000038745,,97953788912.0,naksh50@yahoo.com,,2025-06-07,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,221346.98,0.0,0.0,3496.85,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12576,B,Jeet,,Borra,Jeet Borra,1999-01-19,,M,Married,Indian,UID-274926483351,Resident,Professional,POST_GRAD,ACC_771978905479,12/66- Varghese Marg,Guha Chowk,Varanasi,Opposite Park,Arunachal Pradesh,India,375002,57/06 Bumb Street,Nadkarni Zila,Ongole,Next to Bank,Gujarat,India,271422,Mobile,99507712529,Home,99526170581.0,jeet95@rediffmail.com,,2025-01-21,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,1308555.24,0.0,0.0,25337.51,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12577,I,Maanas,Upma,Hayre,Maanas Hayre,1984-05-08,,M,Married,Indian,UID-870557265408,NRI,Salaried,GRADUATE,ACC_579169562338,H.No. 97 Bera Chowk,Chokshi Nagar,Silchar,Next to Temple,Andhra Pradesh,India,778252,663 Sridhar Nagar,Nagar,Rewa,Next to Bank,Maharashtra,India,115329,Mobile,99331563469,,98709448645.0,maanas85@yahoo.com,,2024-11-12,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1442048.2,0.0,0.0,38371.68,0.0,0.0,2,0,0,0,0,0,2,0,0,96575.25,0.0,0.0,94178.28,0.0,0.0
MEM-12578,I,Kiaan,,Mallick,Kiaan Mallick,1965-09-30,,M,Single,Indian,VOTER-D410239,Resident,Retired,UNKNOWN,ACC_101439948513,11/577 Bath Path,Pingle Nagar,Unnao,,Uttar Pradesh,India,381414,143- Sathe Road,Balakrishnan Nagar,Gorakhpur,,Himachal Pradesh,India,685045,Mobile,97883351347,,99452161413.0,kiaan88@yahoo.com,,2025-08-04,2025-10-27,2025-10-27,1,1,0,1,0,0,0,0,0,461367.79,976477.43,0.0,9290.24,34438.22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12579,I,Daksh,Urvi,Murthy,Daksh Murthy,1974-09-15,,M,Married,Indian,VOTER-E968924,Resident,Retired,HSC,ACC_264556195369,H.No. 82- Kannan Zila,Sheth,Sri Ganganagar,,Rajasthan,India,431437,09/802- Krishna Circle,Pal Street,Mango,Near School,Telangana,India,324881,Mobile,99413747076,Office,99275235962.0,daksh29@rediffmail.com,,2025-08-04,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,340016.33,0.0,0.0,2376.84,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12580,I,Bakhshi,Nilima,Chakraborty,Bakhshi Chakraborty,1967-03-28,,M,Married,Indian,AADHAR-8229-9523-7785,Resident,Retired,SSC,ACC_393143470701,00/019 Rajagopal Ganj,Malhotra Nagar,Faridabad,,Uttarakhand,India,638027,66 Banerjee Street,Agate Circle,Silchar,Next to Bank,Kerala,India,934493,Mobile,99394603016,Home,97848651814.0,bakhshi20@yahoo.com,chanchalnagarajan@example.net,2025-07-22,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,746301.03,0.0,0.0,21063.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-12581,I,Sara,,Oza,Sara Oza,2006-11-19,,F,Widowed,Indian,VOTER-D997400,Resident,Business,SSC,ACC_363843295865,85- Joshi Marg,Malhotra Path,Bidhannagar,Next to Temple,Kerala,India,26173,H.No. 999- Khosla Ganj,Dhar Circle,Bhimavaram,Next to Bank,Jharkhand,India,378171,Mobile,98668880993,,,sara84@hotmail.com,,2025-01-03,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1243385.54,0.0,0.0,40679.01,0.0,0.0,2,0,0,2,0,0,0,0,0,99211.48999999999,0.0,0.0,93074.18,0.0,0.0
